time	V(vout1)
7.259983107164634e-003	9.609510e-003
7.270223107164573e-003	9.420177e-003
7.280463107164513e-003	9.191930e-003
7.290703107164452e-003	8.925715e-003
7.300943107164391e-003	8.622630e-003
7.311183107164330e-003	8.283931e-003
7.321423107164269e-003	7.911018e-003
7.331663107164209e-003	7.505435e-003
7.341903107164148e-003	7.068857e-003
7.352143107164087e-003	6.603091e-003
7.362383107164026e-003	6.110066e-003
7.372623107163965e-003	5.591819e-003
7.382863107163904e-003	5.050494e-003
7.393103107163844e-003	4.488332e-003
7.403343107163783e-003	3.907658e-003
7.413583107163722e-003	3.310874e-003
7.423823107163661e-003	2.700449e-003
7.434063107163600e-003	2.078909e-003
7.444303107163540e-003	1.448826e-003
7.454543107163479e-003	8.128048e-004
7.464783107163418e-003	1.734783e-004
7.475023107163357e-003	-4.665089e-004
7.485263107163296e-003	-1.104509e-003
7.495503107163236e-003	-1.737882e-003
7.505743107163175e-003	-2.364008e-003
7.515983107163114e-003	-2.980297e-003
7.526223107163053e-003	-3.584198e-003
7.536463107162992e-003	-4.173214e-003
7.546703107162931e-003	-4.744906e-003
7.556943107162871e-003	-5.296911e-003
7.567183107162810e-003	-5.826944e-003
7.577423107162749e-003	-6.332813e-003
7.587663107162688e-003	-6.812424e-003
7.597903107162627e-003	-7.263794e-003
7.608143107162567e-003	-7.685055e-003
7.618383107162506e-003	-8.074464e-003
7.628623107162445e-003	-8.430412e-003
7.638863107162384e-003	-8.751424e-003
7.649103107162323e-003	-9.036174e-003
7.659343107162263e-003	-9.283483e-003
7.669583107162202e-003	-9.492328e-003
7.679823107162141e-003	-9.661847e-003
7.690063107162080e-003	-9.791338e-003
7.700303107162019e-003	-9.880264e-003
7.710543107161958e-003	-9.928261e-003
7.720783107161898e-003	-9.935128e-003
7.731023107161837e-003	-9.900837e-003
7.741263107161776e-003	-9.825532e-003
7.751503107161715e-003	-9.709525e-003
7.761743107161654e-003	-9.553296e-003
7.771983107161594e-003	-9.357492e-003
7.782223107161533e-003	-9.122924e-003
7.792463107161472e-003	-8.850562e-003
7.802703107161411e-003	-8.541536e-003
7.812943107161350e-003	-8.197122e-003
7.823183107161289e-003	-7.818749e-003
7.833423107161229e-003	-7.407981e-003
7.843663107161168e-003	-6.966520e-003
7.853903107161107e-003	-6.496191e-003
7.864143107161046e-003	-5.998943e-003
7.874383107160985e-003	-5.476833e-003
7.884623107160925e-003	-4.932023e-003
7.894863107160864e-003	-4.366767e-003
7.905103107160803e-003	-3.783404e-003
7.915343107160742e-003	-3.184350e-003
7.925583107160681e-003	-2.572084e-003
7.935823107160621e-003	-1.949139e-003
7.946063107160560e-003	-1.318095e-003
7.956303107160499e-003	-6.815626e-004
7.966543107160438e-003	-4.217674e-005
7.976783107160377e-003	5.974163e-004
7.987023107160316e-003	1.234569e-003
7.997263107160256e-003	1.866646e-003
8.007503107160195e-003	2.491029e-003
8.017743107160134e-003	3.105134e-003
8.027983107160073e-003	3.706421e-003
8.038223107160012e-003	4.292400e-003
8.048463107159952e-003	4.860647e-003
8.058703107159891e-003	5.408808e-003
8.068943107159830e-003	5.934616e-003
8.079183107159769e-003	6.435894e-003
8.089423107159708e-003	6.910567e-003
8.099663107159648e-003	7.356672e-003
8.109903107159587e-003	7.772360e-003
8.120143107159526e-003	8.155912e-003
8.130383107159465e-003	8.505741e-003
8.140623107159404e-003	8.820397e-003
8.150863107159343e-003	9.098579e-003
8.161103107159283e-003	9.339136e-003
8.171343107159222e-003	9.541070e-003
8.181583107159161e-003	9.703548e-003
8.191823107159100e-003	9.825894e-003
8.202063107159039e-003	9.907603e-003
8.212303107158979e-003	9.948337e-003
8.222543107158918e-003	9.947928e-003
8.232783107158857e-003	9.906374e-003
8.243023107158796e-003	9.823849e-003
8.253263107158735e-003	9.700694e-003
8.263503107158675e-003	9.537418e-003
8.273743107158614e-003	9.334696e-003
8.283983107158553e-003	9.093367e-003
8.294223107158492e-003	8.814430e-003
8.304463107158431e-003	8.499038e-003
8.314703107158370e-003	8.148496e-003
8.324943107158310e-003	7.764254e-003
8.335183107158249e-003	7.347903e-003
8.345423107158188e-003	6.901165e-003
8.355663107158127e-003	6.425887e-003
8.365903107158066e-003	5.924037e-003
8.376143107158006e-003	5.397691e-003
8.386383107157945e-003	4.849027e-003
8.396623107157884e-003	4.280316e-003
8.406863107157823e-003	3.693909e-003
8.417103107157762e-003	3.092234e-003
8.427343107157701e-003	2.477781e-003
8.437583107157641e-003	1.853091e-003
8.447823107157580e-003	1.220749e-003
8.458063107157519e-003	5.833724e-004
8.468303107157458e-003	-5.640216e-005
8.478543107157397e-003	-6.959274e-004
8.488783107157337e-003	-1.332557e-003
8.499023107157276e-003	-1.963657e-003
8.509263107157215e-003	-2.586615e-003
8.519503107157154e-003	-3.198855e-003
8.529743107157093e-003	-3.797842e-003
8.539983107157033e-003	-4.381099e-003
8.550223107156972e-003	-4.946212e-003
8.560463107156911e-003	-5.490843e-003
8.570703107156850e-003	-6.012738e-003
8.580943107156789e-003	-6.509738e-003
8.591183107156728e-003	-6.979786e-003
8.601423107156668e-003	-7.420938e-003
8.611663107156607e-003	-7.831368e-003
8.621903107156546e-003	-8.209377e-003
8.632143107156485e-003	-8.553402e-003
8.642383107156424e-003	-8.862020e-003
8.652623107156364e-003	-9.133954e-003
8.662863107156303e-003	-9.368078e-003
8.673103107156242e-003	-9.563424e-003
8.683343107156181e-003	-9.719183e-003
8.693583107156120e-003	-9.834712e-003
8.703823107156060e-003	-9.909533e-003
8.714063107155999e-003	-9.943335e-003
8.724303107155938e-003	-9.935981e-003
8.734543107155877e-003	-9.887499e-003
8.744783107155816e-003	-9.798091e-003
8.755023107155755e-003	-9.668128e-003
8.765263107155695e-003	-9.498146e-003
8.775503107155634e-003	-9.288850e-003
8.785743107155573e-003	-9.041107e-003
8.795983107155512e-003	-8.755941e-003
8.806223107155451e-003	-8.434533e-003
8.816463107155391e-003	-8.078213e-003
8.826703107155330e-003	-7.688455e-003
8.836943107155269e-003	-7.266874e-003
8.847183107155208e-003	-6.815213e-003
8.857423107155147e-003	-6.335342e-003
8.867663107155087e-003	-5.829247e-003
8.877903107155026e-003	-5.299021e-003
8.888143107154965e-003	-4.746861e-003
8.898383107154904e-003	-4.175051e-003
8.908623107154843e-003	-3.585957e-003
8.918863107154782e-003	-2.982017e-003
8.929103107154722e-003	-2.365730e-003
8.939343107154661e-003	-1.739648e-003
8.949583107154600e-003	-1.106361e-003
8.959823107154539e-003	-4.684893e-004
8.970063107154478e-003	1.713263e-004
8.980303107154418e-003	8.104383e-004
8.990543107154357e-003	1.446202e-003
9.000783107154296e-003	2.075986e-003
9.011023107154235e-003	2.697184e-003
9.021263107154174e-003	3.307225e-003
9.031503107154114e-003	3.903585e-003
9.041743107154053e-003	4.483796e-003
9.051983107153992e-003	5.045457e-003
9.062223107153931e-003	5.586242e-003
9.072463107153870e-003	6.103915e-003
9.082703107153809e-003	6.596332e-003
9.092943107153749e-003	7.061456e-003
9.103183107153688e-003	7.497362e-003
9.113423107153627e-003	7.902246e-003
9.123663107153566e-003	8.274432e-003
9.133903107153505e-003	8.612381e-003
9.144143107153445e-003	8.914692e-003
9.154383107153384e-003	9.180116e-003
9.164623107153323e-003	9.407555e-003
9.174863107153262e-003	9.596065e-003
9.185103107153201e-003	9.744867e-003
9.195343107153140e-003	9.853345e-003
9.205583107153080e-003	9.921051e-003
9.215823107153019e-003	9.947703e-003
9.226063107152958e-003	9.933192e-003
9.236303107152897e-003	9.877577e-003
9.246543107152836e-003	9.781090e-003
9.256783107152776e-003	9.644127e-003
9.267023107152715e-003	9.467257e-003
9.277263107152654e-003	9.251211e-003
9.287503107152593e-003	8.996883e-003
9.297743107152532e-003	8.705325e-003
9.307983107152472e-003	8.377744e-003
9.318223107152411e-003	8.015496e-003
9.328463107152350e-003	7.620078e-003
9.338703107152289e-003	7.193127e-003
9.348943107152228e-003	6.736411e-003
9.359183107152167e-003	6.251819e-003
9.369423107152107e-003	5.741355e-003
9.379663107152046e-003	5.207133e-003
9.389903107151985e-003	4.651364e-003
9.400143107151924e-003	4.076346e-003
9.410383107151863e-003	3.484459e-003
9.420623107151803e-003	2.878153e-003
9.430863107151742e-003	2.259936e-003
9.441103107151681e-003	1.632367e-003
9.451343107151620e-003	9.980417e-004
9.461583107151559e-003	3.595862e-004
9.471823107151499e-003	-2.803580e-004
9.482063107151438e-003	-9.191427e-004
9.492303107151377e-003	-1.554125e-003
9.502543107151316e-003	-2.182677e-003
9.512783107151255e-003	-2.802197e-003
9.523023107151194e-003	-3.410123e-003
9.533263107151134e-003	-4.003938e-003
9.543503107151073e-003	-4.581185e-003
9.553743107151012e-003	-5.139476e-003
9.563983107150951e-003	-5.676500e-003
9.574223107150890e-003	-6.190035e-003
9.584463107150830e-003	-6.677957e-003
9.594703107150769e-003	-7.138246e-003
9.604943107150708e-003	-7.568997e-003
9.615183107150647e-003	-7.968428e-003
9.625423107150586e-003	-8.334885e-003
9.635663107150526e-003	-8.666854e-003
9.645903107150465e-003	-8.962960e-003
9.656143107150404e-003	-9.221978e-003
9.666383107150343e-003	-9.442835e-003
9.676623107150282e-003	-9.624618e-003
9.686863107150221e-003	-9.766576e-003
9.697103107150161e-003	-9.868120e-003
9.707343107150100e-003	-9.928830e-003
9.717583107150039e-003	-9.948456e-003
9.727823107149978e-003	-9.926916e-003
9.738063107149917e-003	-9.864299e-003
9.748303107149857e-003	-9.760864e-003
9.758543107149796e-003	-9.617040e-003
9.768783107149735e-003	-9.433421e-003
9.779023107149674e-003	-9.210769e-003
9.789263107149613e-003	-8.950003e-003
9.799503107149553e-003	-8.652205e-003
9.809743107149492e-003	-8.318604e-003
9.819983107149431e-003	-7.950583e-003
9.830223107149370e-003	-7.549663e-003
9.840463107149309e-003	-7.117506e-003
9.850703107149248e-003	-6.655897e-003
9.860943107149188e-003	-6.166750e-003
9.871183107149127e-003	-5.652086e-003
9.881423107149066e-003	-5.114037e-003
9.891663107149005e-003	-4.554828e-003
9.901903107148944e-003	-3.976773e-003
9.912143107148884e-003	-3.382266e-003
9.922383107148823e-003	-2.773766e-003
9.932623107148762e-003	-2.153792e-003
9.942863107148701e-003	-1.524908e-003
9.953103107148640e-003	-8.897183e-004
9.963343107148579e-003	-2.508502e-004
9.973583107148519e-003	3.890521e-004
9.983823107148458e-003	1.027341e-003
9.994063107148397e-003	1.661374e-003
9.999993107148362e-003	2.025565e-003
1.000000000000000e-002	2.025987e-003
